recordId,academicYear,title,type,status,ucas,requirements,summary,info,entryRequirementsUrl,url,lastReviewed
2026-F901-UG,2026,Environmental Science,Undergraduate,Vacancies,F901,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalscience/,2026-06-22
2026-FL97-UG,2026,Environmental Science and Geography,Undergraduate,Vacancies,FL97,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalscienceandgeography/,2026-06-22
2026-environmentalscienceandgeography-FY,2026,Environmental Science and Geography with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalscienceandgeography/#foundationyear,2026-06-22
2026-FL98-UG,2026,Environmental Science and Geography with Integrated Master's,Undergraduate,Vacancies,FL98,64 UCAS tariff points,MSci,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalscienceandgeographywithintegratedmasters/,2026-06-22
2026-environmentalscienceandgeographywithintegratedmasters-FY,2026,Environmental Science and Geography with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalscienceandgeographywithintegratedmasters/#foundationyear,2026-06-22
2026-environmentalscience-FY,2026,Environmental Science with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalscience/#foundationyear,2026-06-22
2026-F903-UG,2026,Environmental Science with Integrated Master's,Undergraduate,Vacancies,F903,64 UCAS tariff points,MSci,Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalsciencewithintegratedmasters/,2026-06-22
2026-environmentalsciencewithintegratedmasters-FY,2026,Environmental Science with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/environmentalsciencewithintegratedmasters/#foundationyear,2026-06-22
2026-G460-UG,2026,Esports Business Management,Undergraduate,Vacancies,G460,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/esportsbusinessmanagement/,2026-06-22
2026-esportsbusinessmanagement-FY,2026,Esports Business Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/esportsbusinessmanagement/#foundationyear,2026-06-22
2026-P3P9-UG,2026,Film and Media Studies,Undergraduate,Vacancies,P3P9,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmandmediastudies/,2026-06-22
2026-filmandmediastudies-FY,2026,Film and Media Studies with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmandmediastudies/#foundationyear,2026-06-22
2026-P4JX-UG,2026,Film and Music Production,Undergraduate,Vacancies,P4JX,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmandmusicproduction/,2026-06-22
2026-filmandmusicproduction-FY,2026,Film and Music Production with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmandmusicproduction/#foundationyear,2026-06-22
2026-P303-UG,2026,Film Studies,Undergraduate,Vacancies,P303,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmstudies/,2026-06-22
2026-PW38-UG,2026,Film Studies and Creative Writing,Undergraduate,Vacancies,PW38,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmstudiesandcreativewriting/,2026-06-22
2026-filmstudiesandcreativewriting-FY,2026,Film Studies and Creative Writing with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmstudiesandcreativewriting/#foundationyear,2026-06-22
2026-filmstudies-FY,2026,Film Studies with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/filmstudies/#foundationyear,2026-06-22
2026-N310-UG,2026,Finance and Management | Top-up,Undergraduate,Vacancies,N310,Pass HND,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/financeandmanagementtop-up/,2026-06-22
2026-FC14-UG,2026,Forensic Biology,Undergraduate,Vacancies,FC14,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicbiology/,2026-06-22
2026-forensicbiology-FY,2026,Forensic Biology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicbiology/#foundationyear,2026-06-22
2026-FC16-UG,2026,Forensic Biology with Integrated Master's,Undergraduate,Vacancies,FC16,64 UCAS tariff points,MSci,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicbiologywithintegratedmasters/,2026-06-22
2026-forensicbiologywithintegratedmasters-FY,2026,Forensic Biology with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicbiologywithintegratedmasters/#foundationyear,2026-06-22
2026-F1F4-UG,2026,Forensic Chemistry,Undergraduate,Vacancies,F1F4,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicchemistry/,2026-06-22
2026-forensicchemistry-FY,2026,Forensic Chemistry with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicchemistry/#foundationyear,2026-06-22
2026-F1F6-UG,2026,Forensic Chemistry with Integrated Master's,Undergraduate,Vacancies,F1F6,64 UCAS tariff points,MChem,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicchemistrywithintegratedmasters/,2026-06-22
2026-forensicchemistrywithintegratedmasters-FY,2026,Forensic Chemistry with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicchemistrywithintegratedmasters/#foundationyear,2026-06-22
2026-C8B1-UG,2026,Forensic Psychology,Undergraduate,Vacancies,C8B1,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicpsychology/,2026-06-22
2026-forensicpsychology-FY,2026,Forensic Psychology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicpsychology/#foundationyear,2026-06-22
2026-F415-UG,2026,Forensic Science,Undergraduate,Vacancies,F415,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicscience/,2026-06-22
2026-F4L6-UG,2026,Forensic Science with Criminology,Undergraduate,Vacancies,F4L6,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicsciencewithcriminology/,2026-06-22
2026-forensicsciencewithcriminology-FY,2026,Forensic Science with Criminology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicsciencewithcriminology/#foundationyear,2026-06-22
2026-forensicscience-FY,2026,Forensic Science with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicscience/#foundationyear,2026-06-22
2026-F412-UG,2026,Forensic Science with Integrated Master's,Undergraduate,Vacancies,F412,64 UCAS tariff points,MSci,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicsciencewithintegratedmasters/,2026-06-22
2026-forensicsciencewithintegratedmasters-FY,2026,Forensic Science with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/forensicsciencewithintegratedmasters/#foundationyear,2026-06-22
2026-W291-UG,2026,Game Design,Undergraduate,Vacancies,W291,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/gamedesign/,2026-06-22
2026-gamedesign-FY,2026,Game Design with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/gamedesign/#foundationyear,2026-06-22
2026-FL87-UG,2026,Geography (Human and Physical),Undergraduate,Vacancies,FL87,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyhumanandphysical/,2026-06-22
2026-geographyhumanandphysical-FY,2026,Geography (Human and Physical) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyhumanandphysical/#foundationyear,2026-06-22
2026-geographyhumanandphysicalwithintegratedmasters-FY,2026,Geography (Human and Physical) with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyhumanandphysicalwithintegratedmasters/#foundationyear,2026-06-22
2026-L701-UG,2026,Geography (Human),Undergraduate,Vacancies,L701,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyhuman/,2026-06-22
2026-geographyhuman-FY,2026,Geography (Human) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyhuman/#foundationyear,2026-06-22
2026-geographyhumanwithintegratedmasters-FY,2026,Geography (Human) with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyhumanwithintegratedmasters/#foundationyear,2026-06-22
2026-F801-UG,2026,Geography (Physical),Undergraduate,Vacancies,F801,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyphysical/,2026-06-22
2026-geographyphysical-FY,2026,Geography (Physical) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyphysical/#foundationyear,2026-06-22
2026-geographyphysicalwithintegratedmasters-FY,2026,Geography (Physical) with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographyphysicalwithintegratedmasters/#foundationyear,2026-06-22
2026-L7N2-UG,2026,Geography with Business Management,Undergraduate,Vacancies,L7N2,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographywithbusinessmanagement/,2026-06-22
2026-geographywithbusinessmanagement-FY,2026,Geography with Business Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographywithbusinessmanagement/#foundationyear,2026-06-22
2026-geographywithbusinessmanagementwithintegratedmasters-FY,2026,Geography with Business Management with Integrated Master's with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geographywithbusinessmanagementwithintegratedmasters/#foundationyear,2026-06-22
2026-F600-UG,2026,Geology,Undergraduate,Vacancies,F600,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geology/,2026-06-22
2026-F660-UG,2026,Geology (Applied Geophysics),Undergraduate,Vacancies,F660,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyappliedgeophysics/,2026-06-22
2026-geologyappliedgeophysics-FY,2026,Geology (Applied Geophysics) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyappliedgeophysics/#foundationyear,2026-06-22
2026-F630-UG,2026,Geology (Environmental Geoscience),Undergraduate,Vacancies,F630,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyenvironmentalgeoscience/,2026-06-22
2026-geologyenvironmentalgeoscience-FY,2026,Geology (Environmental Geoscience) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyenvironmentalgeoscience/#foundationyear,2026-06-22
2026-F650-UG,2026,Geology (Volcanology),Undergraduate,Vacancies,F650,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyvolcanology/,2026-06-22
2026-geologyvolcanology-FY,2026,Geology (Volcanology) with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyvolcanology/#foundationyear,2026-06-22
2026-FF68-UG,2026,Geology and Physical Geography,Undergraduate,Vacancies,FF68,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyandphysicalgeography/,2026-06-22
2026-geologyandphysicalgeography-FY,2026,Geology and Physical Geography with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geologyandphysicalgeography/#foundationyear,2026-06-22
2026-geology-FY,2026,Geology with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/geology/#foundationyear,2026-06-22
2026-L550-UG,2026,Health and Social Care,Undergraduate,Vacancies,L550,64 UCAS tariff points,BSc (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/health-and-social-care/,2026-06-22
2026-health-and-social-care-FY,2026,Health and Social Care with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/health-and-social-care/#foundationyear,2026-06-22
2026-V101-UG,2026,History,Undergraduate,Vacancies,V101,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/history/,2026-06-22
2026-V1X3-UG,2026,History and Education,Undergraduate,Vacancies,V1X3,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/historyandeducation/,2026-06-22
2026-historyandeducation-FY,2026,History and Education with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/historyandeducation/#foundationyear,2026-06-22
2026-history-FY,2026,History with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/history/#foundationyear,2026-06-22
2026-B110-UG,2026,Human Anatomy,Undergraduate,Vacancies,B110,64 UCAS tariff points,BSc (Hons),This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/humananatomy/,2026-06-22
2026-humananatomy-FY,2026,Human Anatomy with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/humananatomy/#foundationyear,2026-06-22
2026-N120-UG,2026,International Business Management,Undergraduate,Vacancies,N120,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/internationalbusinessmanagement/,2026-06-22
2026-internationalbusinessmanagement-FY,2026,International Business Management with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/internationalbusinessmanagement/#foundationyear,2026-06-22
2026-internationalgovernanceandpublicpolicy-UG,2026,International Governance and Public Policy,Undergraduate,Vacancies,,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/internationalgovernanceandpublicpolicy/,2026-06-22
2026-L254-UG,2026,International Relations,Undergraduate,Vacancies,L254,64 UCAS tariff points,BA (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/internationalrelations/,2026-06-22
2026-internationalrelations-FY,2026,International Relations with Foundation Year,Foundation year,Vacancies,,See entry requirements,Foundation Year route,Foundation Year requirements vary by course. View the full course details or call 01782 491120 to discuss your qualifications.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/internationalrelations/#foundationyear,2026-06-22
2026-M100-UG,2026,Law,Undergraduate,Vacancies,M100,64 UCAS tariff points,LLB (Hons),Most undergraduate courses require GCSE English Language at grade 4/C or equivalent. Some courses also require GCSE Mathematics at grade 4/C or equivalent.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/law/,2026-06-22
2026-M105-UG,2026,Law (Graduate Entry),Undergraduate,Vacancies,M105,2:2 degree,LLB,This course has additional subject-specific requirements. View the full course details or contact Admissions before applying.,https://www.keele.ac.uk/clearing/entry-requirements/,https://www.keele.ac.uk/study/undergraduate-2026/undergraduatecourses/lawgraduateentry/,2026-06-22
